DATA_DATE,IDSTATION,AIRTEMP_C_AVG,RH_PERCENT,WINDSP_MS_S,WINDSP_MS_U,BP_MBAR,SLR_W_AVG,PAR_DEN_AVG,SLR_TOT_AVG,SLR_DIF_AVG,RAIN_MM_TOT,RAIN_NEXT_HOUR
16-May-11,1,32.475,47.72,2.126,1.9395,1009.66,614.75,898.7,0.0,f
16-May-11,1,33.515,43.0,1.749,1.553,1008.3775,656.25,1033.5,0.0,f
16-May-11,1,33.32,47.235,1.156,0.8125,1007.6975,279.25,455.85,0.0,f
16-May-11,1,32.09,56.275,0.5435,0.513,1007.551,141.7,222.2,0.0,f
16-May-11,1,31.83,55.41,0.855,0.795,1008.027,115.6,180.35,0.0,f
16-May-11,1,30.655,59.405,1.6805,1.5485,1008.843,49.26,77.66,0.0,t
16-May-11,1,29.285,70.26,1.7205,0.944,1010.0305,3.0565,4.424,0.1,t
16-May-11,1,26.095,84.7,0.773,0.4145,1011.1935,0.0,0.8755,0.1,f
16-May-11,1,24.9,88.6,0.713,0.4675,1011.9015,0.0,0.0,0.0,f
16-May-11,1,24.645,87.65,0.701,0.5425,1012.321,0.0,0.0,0.0,f
16-May-11,1,24.96,85.05,0.5975,0.5285,1012.6615,0.0,0.0,0.0,f
16-May-11,1,24.815,87.3,0.7165,0.687,1012.253,0.0,0.0,0.0,f
17-May-11,1,24.455,87.7,0.7185,0.6975,1011.5045,0.0,0.0,0.0,f
17-May-11,1,23.955,89.6,0.8115,0.7955,1010.687,0.0,0.0,0.0,f
17-May-11,1,23.7,89.45,0.7095,0.6455,1010.415,0.0,0.0,0.0,f
17-May-11,1,23.055,92.5,0.2255,0.167,1010.354,0.0,0.0,0.0,f
17-May-11,1,23.11,92.65,0.6815,0.603,1010.5515,0.0,0.0,0.0,f
17-May-11,1,22.565,93.25,0.17,0.125,1010.96,1.812,4.56,0.0,f
17-May-11,1,22.935,93.4,0.2285,0.119,1011.777,44.46,71.24,0.0,f
17-May-11,1,24.375,88.2,1.0395,0.9975,1012.321,149.0,237.05,0.0,f
17-May-11,1,26.44,78.395,1.0615,0.9775,1012.6275,334.1,522.0,0.0,f
17-May-11,1,28.405,69.135,1.131,0.8675,1012.2455,456.3,730.2,0.0,f
17-May-11,1,29.525,62.71,1.664,1.3955,1011.5845,561.65,866.4,0.0,f
17-May-11,1,30.435,58.555,1.3045,1.0555,1011.021,470.15,716.8,0.0,f
17-May-11,1,31.625,52.57,1.013,0.555,1010.34,598.75,891.85,0.0,f
17-May-11,1,32.805,43.735,1.835,1.51,1008.9465,753.1,1163.5,0.0,f
17-May-11,1,33.485,38.335,2.0545,1.925,1007.8915,599.3,920.0,0.0,t
17-May-11,1,31.525,60.585,2.8165,2.652,1007.6225,207.45,345.65,0.2,f
17-May-11,1,29.665,65.36,3.092,2.9245,1008.065,100.54,181.0,0.0,t
17-May-11,1,26.135,79.85,2.78,2.5115,1009.1505,47.96,71.095,0.2,t
17-May-11,1,24.72,83.55,1.148,0.904,1010.003,26.1085,26.797,0.1,f
17-May-11,1,23.805,85.55,0.999,0.869,1010.6875,0.0,0.0,0.0,f
17-May-11,1,23.67,85.65,0.895,0.8515,1011.5725,0.0,0.0,0.0,f
17-May-11,1,23.65,84.75,0.9435,0.8955,1012.049,0.0,0.0,0.0,f
17-May-11,1,23.315,87.65,0.6935,0.664,1012.389,0.0,0.0,0.0,f
17-May-11,1,22.825,90.8,0.545,0.4515,1012.117,0.0,0.0,0.0,f
16-Oct-08,3,16.53,97.9,2.102,1.9575,880.5,0.0,0.0,0.0,f
16-Oct-08,3,16.435,97.85,0.792,0.7455,880.0,0.0,0.0,0.0,f
16-Oct-08,3,16.315,96.55,1.4795,1.426,880.0,0.0,0.0,0.0,f
16-Oct-08,3,16.25,97.4,1.224,1.12,880.0,0.0,0.0,0.0,f
16-Oct-08,3,16.215,97.35,0.8345,0.7615,880.0,0.0,0.0,0.0,f
16-Oct-08,3,16.32,95.2,0.8665,0.7925,880.5,0.9695,2.566,0.0,f
16-Oct-08,3,16.725,95.7,1.0445,0.7515,881.0,31.81,87.02,0.0,f
16-Oct-08,3,17.905,92.05,1.174,1.1005,881.5,271.3,669.95,0.0,f
16-Oct-08,3,19.73,87.35,1.165,1.0655,882.0,309.45,751.85,0.0,f
16-Oct-08,3,20.19,86.1,1.2,1.1435,883.0,304.4,745.7,0.0,t
16-Oct-08,3,20.305,81.985,0.5695,0.4785,882.5,320.3,792.45,0.254,f
16-Oct-08,3,20.71,88.35,0.8135,0.6265,881.5,286.45,700.2,0.0,f
16-Oct-08,3,19.88,87.65,0.7265,0.4915,880.5,240.8,581.2,0.0,f
16-Oct-08,3,20.44,91.9,0.842,0.755,880.0,225.6,564.8,0.0,t
16-Oct-08,3,18.935,96.25,1.132,1.056,879.5,90.4,247.75,4.064,t
16-Oct-08,3,18.475,96.3,1.305,1.227,879.5,102.595,277.15,3.302,t
16-Oct-08,3,17.885,96.9,1.611,1.503,880.0,49.58,134.605,4.572,t
16-Oct-08,3,17.64,97.35,1.0315,0.9825,880.0,3.4935,10.5595,1.27,t
16-Oct-08,3,17.59,97.4,0.737,0.7075,881.0,0.022,0.0,1.524,t
16-Oct-08,3,17.56,97.35,0.5785,0.558,881.5,0.0,0.0,0.508,t
16-Oct-08,3,17.545,97.45,0.615,0.583,882.0,0.0,0.0,0.508,t
16-Oct-08,3,17.48,97.45,0.2615,0.214,883.0,0.0,0.0,0.508,f
16-Oct-08,3,17.515,97.5,0.762,0.701,882.5,0.0,0.0,0.0,f
16-Oct-08,3,17.42,97.7,1.2385,1.106,882.0,0.0,0.0,0.0,f
17-Oct-08,3,17.17,97.75,1.085,1.025,881.5,0.0,0.0,0.0,f
17-Oct-08,3,16.8,97.75,0.123,0.0955,881.0,0.0,0.0,0.0,t
17-Oct-08,3,16.78,97.75,0.4465,0.433,881.0,0.0,0.0,0.254,f
17-Oct-08,3,16.835,97.7,0.55,0.518,881.0,0.0,0.0,0.0,t
17-Oct-08,3,16.985,97.7,0.849,0.8115,881.0,0.0,0.0,0.254,f
17-Oct-08,3,16.83,97.75,0.6295,0.6215,881.5,1.402,3.6335,0.0,f
17-Oct-08,3,16.895,97.7,0.5885,0.576,882.0,37.975,108.185,0.0,f
17-Oct-08,3,17.87,96.15,0.9085,0.8175,882.5,248.4,631.2,0.0,f
17-Oct-08,3,18.84,92.4,1.3285,1.141,883.0,403.4,968.0,0.0,f
17-Oct-08,3,21.16,84.15,1.0725,0.849,883.0,716.0,1707.0,0.0,t
17-Oct-08,3,21.36,88.8,0.7525,0.4895,883.0,258.95,627.75,1.016,t
17-Oct-08,3,19.78,93.6,0.6215,0.4445,882.0,224.2,567.45,4.572,f
17-Oct-08,3,21.2,89.25,0.486,0.388,881.5,358.85,859.8,0.0,f
17-Oct-08,3,21.625,86.35,0.908,0.805,880.5,399.2,966.5,0.0,f
17-Oct-08,3,22.655,83.75,0.8325,0.701,880.0,504.65,1170.0,0.0,t
17-Oct-08,3,20.47,94.7,0.469,0.4125,880.0,98.925,262.5,8.89,t
17-Oct-08,3,20.005,95.35,0.4275,0.394,880.0,68.485,190.95,1.27,t
17-Oct-08,3,19.53,96.5,0.645,0.5805,880.0,42.255,97.04,0.254,t
17-Oct-08,3,19.305,97.0,0.878,0.76,881.0,0.0,0.0,1.016,f
17-Oct-08,3,19.025,97.4,1.809,1.563,881.0,0.0,0.0,0.0,f
17-Oct-08,3,18.825,97.65,1.2475,1.0975,882.0,0.0,0.0,0.0,f
17-Oct-08,3,18.66,97.6,1.472,1.31,882.0,0.0,0.0,0.0,t
17-Oct-08,3,18.43,97.75,1.892,1.689,882.0,0.0,0.0,0.508,0
